,text,place,uri,collector,area
9983,Ο ένας σάν κανένας,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194935,"Δημητρακόπουλος, Νικόλαος Π.",Λέσβος
9984,Ο καιρός πουλά τα ξύλα κι΄ ο χειμώνας τ΄αγοράζει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237245,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
9985,"Ο κακός λόγος κι ο κάλπικος παράς, στον νοικοκύρη μένει",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214266,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
9986,Ο κακός λογαριασμός ξαναγίνεται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214267,"Δημητρακόπουλος, Νικόλαος Π.",Κρήτη
9987,"Ο κατής μας κατατρέχει, που θα πάμε να κριθούμε;",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214264,"Δημητρακόπουλος, Νικόλαος Π.",Ρόδος
9988,"Ο πατέρας το βιό, κι ο Θεός τη μοίρα",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237252,"Δημητρακόπουλος, Νικόλαος Π.",Κρήτη
9989,"Ό,τι πάρ' η νύφη μπρός κι' ο γαμπρός στις τρείς ημέρες",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237253,"Δημητρακόπουλος, Νικόλαος Π.",Ανατολική Θράκη
9990,"Ό,τι σου κάνουνε να κάνης και ποτέ κακό δεν κάνεις",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237257,"Δημητρακόπουλος, Νικόλαος Π.",Επτάνησος
9991,"Ό,τι χέρι κόψ' η κρίση, δεν πονεί",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237259,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
9992,Όντας χωρίζει αντρόγυνο και τα βουνά ραΐζουν,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194984,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
9993,"Όντες να σαραντέψης, τότε άντρα μη γυρέψης",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247531,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
9994,Όποιος ακούει ένα και κρίνει δυό έχει της κουρούνας το μυαλό,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237221,"Δημητρακόπουλος, Νικόλαος Π.",Αχαΐα
9995,Όποιος βρίσκει χαίρεται κι' όποιος γνωρίζει παίρνει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194985,"Δημητρακόπουλος, Νικόλαος Π.",Μικρά Ασία
9996,"Όποιος ζη και δίνει πράμμα, θέλει τρεις με την καμπάνα",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247539,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
9997,Όποιος κλέφτει και το μολογά το χάρο του γυρεύει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214277,"Δημητρακόπουλος, Νικόλαος Π.",Κρήτη
9998,"Όποιος με βρίζει, Θεός σχωρές τον κι' όποιος θα μου το πη, ανάθεμά τον",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237269,"Δημητρακόπουλος, Νικόλαος Π.",Επτάνησος
9999,"Όποιος μπαίνει ασύμφώνητος, φεύγει απλήρωτος",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194977,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
10000,"Όποιος ξοδεύει δεκοχτώ και δε σοδεύει τριάντα, στη φυλακή τον βάζουνε και δεν ηξέρει γιάντα",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237244,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
10001,"Όποιος τρώγει ξένο δίκιο, τρώει τα ποδάρια του",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194965,"Δημητρακόπουλος, Νικόλαος Π.",Θράκη
10002,"Όπου δεν έβαλες, μην απλώνης",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194987,"Δημητρακόπουλος, Νικόλαος Π.",Ήπειρος
10003,Όπου λαλούν πολλοί κοκκόροι αργεί να ξημερώση,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247543,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10004,"Όπου λαλούν πολλοί κοκόροι, αργεί να ξημερώση",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247526,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10005,"Όπως είναι τ' αντρόγυνο ξαναπαντρεμένο, έτσ' είν' το μαγέρεμα το ξαναζεσταμένο",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194983,"Δημητρακόπουλος, Νικόλαος Π.",Επτάνησος
10006,"Όταν βρης το φόρτωμα, πληρώσου το κουμέρκι",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194992,"Δημητρακόπουλος, Νικόλαος Π.",Ήπειρος
10007,Οι δυό πέτρες κι όχι η μιά κάμνουσι τ΄αλεύρι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194949,"Δημητρακόπουλος, Νικόλαος Π.",Επτάνησος
10008,"Οπ' έκαμ' ό,τι μπόρεσε, επλήρωσε το νόμο",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237230,"Δημητρακόπουλος, Νικόλαος Π.",Αχαΐα
10009,"Οπόχει ξένο άλογο, μοσοδρομίς πεζεύει",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214269,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
10010,"Οπου θέλει παντρειά, από προίκα μακριά",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247535,"Δημητρακόπουλος, Νικόλαος Π.",Κρήτη
10011,"Οπου σασθή στο σκάμμα, στο θέρος δε μαλώνει",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247523,"Δημητρακόπουλος, Νικόλαος Π.",Κρήτη
10012,Πάει σαν το σκυλί στ' αμπέλι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247518,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10013,Παίνα στο βουνό κι αγόραζε στον κάμπο,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214268,"Δημητρακόπουλος, Νικόλαος Π.",Θράκη
10014,"Περισσότερο ζητούν τον μάρτυρα, παρά τον κλέφτη",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237265,"Δημητρακόπουλος, Νικόλαος Π.",Ανατολική Θράκη
10015,Ποιός αγοράζει γουρούνι στο σακκί;,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247521,"Δημητρακόπουλος, Νικόλαος Π.",Ανατολική Θράκη
10016,Πολλοί καραβοκύρηδες βουλούνε το καράβι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247544,"Δημητρακόπουλος, Νικόλαος Π.",Κρήτη
10017,Πουλάει ήλιο κι αγοράζει λάδι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194936,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10018,"Πράμα γνωριζάμενο, δίχως κρίση παίρνεται",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194964,"Δημητρακόπουλος, Νικόλαος Π.",Αμοργός
10020,"Προικ' από χίλια πέρπερα και κακαϊδού αν πάρης, τα χίλια παν δεν έρχονται, κι η κακαϊδού σου μένει",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237250,"Δημητρακόπουλος, Νικόλαος Π.",Αχαΐα
10021,Προσκυνημένο κεφάλι σπαθί δεν το κόβει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214276,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10022,"Σαν θέλη νύφη και γαμπρός, τύφλα να χη ο πεθερός",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194960,"Δημητρακόπουλος, Νικόλαος Π.",Αχαΐα
10023,Σαν πάρης ρούχα δανεικά και ξένα δαχτυλίδια η νύφη ας κουρεύεται με δεκαχτώ ψαλίδια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237249,"Δημητρακόπουλος, Νικόλαος Π.",Λακωνία
10024,Σε ξένο χωράφι δρεπάνι μη βάζης,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214273,"Δημητρακόπουλος, Νικόλαος Π.",Εύβοια
10025,"Σε παλιό χωριό, καινούρια νομή μην κάνης",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237226,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10026,"Σε τάβλα που δεν έστρωσες, το χέρι μην απλώνης!",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194988,"Δημητρακόπουλος, Νικόλαος Π.",Αχαΐα
10027,"Σκότωνε λωλούς, πλήρωνε τζερεμέ",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237242,"Δημητρακόπουλος, Νικόλαος Π.",Εύβοια
10028,Σόϊ πάει το βασίλειο,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194989,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10029,Στον πόλεμο άρματα δεν δανείζουν,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194952,"Δημητρακόπουλος, Νικόλαος Π.",Επτάνησος
10030,Σύψωμα κι δίχους ρόγα και παπούτσι απου τη ράχη του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237236,"Δημητρακόπουλος, Νικόλαος Π.",Μακεδονία
10031,Τ' αγώγι ξυπνά τον αγωγιάτη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194975,"Δημητρακόπουλος, Νικόλαος Π.",Κύπρος
10032,Τ' αντρογύνου τα προικιά είν' σαν της Λαμπρής τ' αυγά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247537,"Δημητρακόπουλος, Νικόλαος Π.",Εύβοια
10033,"Τα βόδια δένουν απ' τα κέρατα, τον άνθρωπο απ' το λόγο",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214265,"Δημητρακόπουλος, Νικόλαος Π.",Αιτωλία
10034,Τα δανεικά κάνουν σκλάβους τους ανθρώπους,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194948,"Δημητρακόπουλος, Νικόλαος Π.",Επτάνησος
10035,Τα δανεικά τα ρούχα ζεστασιά δεν πιάνουν,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194955,"Δημητρακόπουλος, Νικόλαος Π.",Επτάνησος
10036,"Τα σου λέει ο παπάς κάμνε, και τα κάμνει μη γυρεύεις",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237237,"Δημητρακόπουλος, Νικόλαος Π.",Επτάνησος
10037,Το άλογο ποκάτω στ' αγώγι του ψοφάει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194976,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10038,Το δίκιο βάλ' ανάσκελα και μοναχό του κρένει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194972,"Δημητρακόπουλος, Νικόλαος Π.",Κρήτη
10039,Το δουλευτή σου πλήρωνε και ψυχικό μην κάνης,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194933,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10040,"Το κακογίνωτο φλουρί, που δε το θέλει ο νόμος, αδύνατο να το χαρή ο τρίτος κληρονόμος",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237256,"Δημητρακόπουλος, Νικόλαος Π.",Κρήτη
10041,Το κρίμα εγγαστρώνεται και με καιρό γεννιέται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237264,"Δημητρακόπουλος, Νικόλαος Π.",Αμοργός
10042,Το λάθος γυρίζ' απ' την Πόλη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237231,"Δημητρακόπουλος, Νικόλαος Π.",Θράκη
10043,Το μισητήρι του σπιτιού κληρονόμος γίνεται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/214272,"Δημητρακόπουλος, Νικόλαος Π.",Κρήτη
10044,"Το παιδί σου πάντρεψες, γείτονα το έκαμες",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247538,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10045,Το πολύ διάφορο τρώει και το κεφάλι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194953,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
10046,Το σύγνεφο κι ο βασιλιάς σε προφθάνουν όπου κι αν πας,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194990,"Δημητρακόπουλος, Νικόλαος Π.",Εύβοια
10047,Το χαρτί και το μελάνι τον καλό γαμπρό δεν χάνει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194962,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10048,Τον αδερφό σ αγάπαγε κι όχι το μερδικό του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194986,"Δημητρακόπουλος, Νικόλαος Π.",Αρκαδία
10049,Του ακριβού το πράγμα στο παζάρι πουλιέται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194974,"Δημητρακόπουλος, Νικόλαος Π.",Ήπειρος
10050,"Του βλάχου, αν δεν του πάρουν το σκιάδι δεν πληρώνει το κουμέρκι",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194995,"Δημητρακόπουλος, Νικόλαος Π.",Ιωάννινα
10051,Του γιού σου τάξε ψέματα και του γαμπρού σ' αλήθεια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194963,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
10052,Του νουνού μου το νουνό κι' εγώ νουνό τον έχω,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/237246,"Δημητρακόπουλος, Νικόλαος Π.",Ρόδος
10053,Του παιδιού μου το παιδί είναι δυο φορές παιδί μου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/247530,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
10054,"Του τρελλού δωσαν κι' εχάρη και του γνωστικού, λυπήθη",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/194954,"Δημητρακόπουλος, Νικόλαος Π.",Κεφαλληνία
