,text,place,uri,collector,area,lat,lon
12768,Ο λωλλός δουλειά δεν είχε κι' έλυε κι' έδενε τον κόμπο,Ρόδος,http://hdl.handle.net/20.500.11853/186635,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13399,Του Μάρτη πουλί τ' Αούστου αυγό,Ρόδος,http://hdl.handle.net/20.500.11853/278418,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12735,Ο κακός ο χρόνος έχη δεκατρείς μήνες,Ρόδος,http://hdl.handle.net/20.500.11853/268642,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
37285,Τρείς έννοιαις ήτο κ' η δική σου τέσσερις,"Ρόδος, Αφάντος",http://hdl.handle.net/20.500.11853/186046,"Καληδόνης, Γ.",Ρόδος,36.17262995,27.919418145633188
97914,Γονικόν το παπαδίκιο σόϊ μπάει το βασιλίκι,"Ρόδος, Μαράσι",http://hdl.handle.net/20.500.11853/156799,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
7365,Αλλού μπουκιά κι' αλλού ξυλεία,Ρόδος,http://hdl.handle.net/20.500.11853/185320,"Βρόντης, Αναστάσιος",Ρόδος,36.17262995,27.919418145633188
12023,Βουνό με βουνό δεν εσμίει μ' άνθρωπος μ' άνθρωπο εσμίει,Ρόδος,http://hdl.handle.net/20.500.11853/142596,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12790,Ο πατέρς έδωκεν τ'αμπέλι κι ο γυιος ελυπήθη το σταφύλι,Ρόδος,http://hdl.handle.net/20.500.11853/264462,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12623,Μη πολλοχαδεύγεσαι και του χαδγιού δεν είσαι για τι 'σαι που τη γειτονιά και ξέρω τίνος είσαι,Ρόδος,http://hdl.handle.net/20.500.11853/264441,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12151,Έν έχω αλεύρι στο σακκί και κόρδινο να το σείσω,Ρόδος,http://hdl.handle.net/20.500.11853/186565,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13009,Που γεννηθή στρογγυλός τεσσαροκάντουνος δε(μ) πεθαίνει,Ρόδος,http://hdl.handle.net/20.500.11853/170772,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
61209,"Όπου καή στην φακή, φυσά και τον αξύαλο",Ρόδος,http://hdl.handle.net/20.500.11853/267530,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
12121,Έδεσέν το στο ψηλό μαντήλι,Ρόδος,http://hdl.handle.net/20.500.11853/186570,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
98116,Τα νύχια σου εμυρίστης;,Ρόδος,http://hdl.handle.net/20.500.11853/287557,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
12989,Πολλά παιδιά στο σπίτι και να και παλληκάρια,Ρόδος,http://hdl.handle.net/20.500.11853/244841,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12916,"Ούλοι με χρουσά πουττούρια, ποιος θα βόσκη τα γαδούρια;",Ρόδος,http://hdl.handle.net/20.500.11853/228388,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12259,"Εξήντα χρονών γέρο είδα, εξήντα χρονών άρκοντα δεν είδα",Ρόδος,http://hdl.handle.net/20.500.11853/142605,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13468,"Ώστα κι' εθερίζαμε “Βασίλη, Κυρ – Βασίλη”, τώρα που 'ποθερίσαμε κ που σε' έδα πρε Βασίλη",Ρόδος,http://hdl.handle.net/20.500.11853/142705,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
98070,Παντρεύγκετέ με κι έρκουμαι,Ρόδος,http://hdl.handle.net/20.500.11853/264362,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
12061,"Για το κλανί, το δέρνουσι, κι αυτός κλανοκοπάται",Ρόδος,http://hdl.handle.net/20.500.11853/186536,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12037,"Γέλα μου τον, τόν Νικόλα, ωστα ναβγή τον λιμνιώνα",Ρόδος,http://hdl.handle.net/20.500.11853/142601,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12956,Πέρνα το νερό που κάτω που τάχερα,Ρόδος,http://hdl.handle.net/20.500.11853/286285,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12771,"Ο λωλλός με τη λωλλάραν του, γεμίζει την κοιλάραν του",Ρόδος,http://hdl.handle.net/20.500.11853/284190,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12689,"Ξέρ΄ η πάπια, που ΄ν΄ η λίμνη",Ρόδος,http://hdl.handle.net/20.500.11853/228348,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12656,Να κυρά τους πόνους μου και 'γω καλά 'ρμενίζω,Ρόδος,http://hdl.handle.net/20.500.11853/264450,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12632,"Μη(μ) πιστευτής το φορδακλο μη(δ)έ το χελιδόνι, α(ν) δε φωνάξη ζίζικας, δεν είνε καλοκαίρι",Ρόδος,http://hdl.handle.net/20.500.11853/209502,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13354,"Το(ν) Μα κατέβα στο γιαλό, να φας του σκάρου το αυγό",Ρόδος,http://hdl.handle.net/20.500.11853/244901,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12588,"Με 'δικό σου, φαε πιε, με ξένον πραμματέψου",Ρόδος,http://hdl.handle.net/20.500.11853/186649,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12197,Εγάπας με και εγάπουσε κανένας δεν το ξέρει που τη ξερή σου κεφαλή ο Κόσμος έμαθέν το,Ρόδος,http://hdl.handle.net/20.500.11853/142619,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13001,"Ποσ΄ειν΄εχτροί και φαίνουνται σαν ΄μπιστεμένοι φίλοι, πούχουν φαρμάκι στη καρδιά και ζάχαρη στα χείλη",Ρόδος,http://hdl.handle.net/20.500.11853/170755,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
98103,Στον άγιο γ γάψε έναν γκερί στο δαίμοναν όσα μπορείς,Ρόδος,http://hdl.handle.net/20.500.11853/164568,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
13330,"Το παιδί αν δεν κλάψη, η μάνα του βυζί δεν το δίνει",Ρόδος,http://hdl.handle.net/20.500.11853/209559,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12874,"Όταν σε παρακαλούσαν μην ήσουν πολλά χαδούσα, τώρα που παρακαλείς δε σε θέλει ποιον κανείς",Ρόδος,http://hdl.handle.net/20.500.11853/264463,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
11953,Από κακή κολοκυθιά μη(δ)έ κολοκυθθόσπορο,Ρόδος,http://hdl.handle.net/20.500.11853/209458,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
97892,Αλλού τ' αυγκά κι οι όρνιθες κι αλλού τα κακαρίσματα,Ρόδος,http://hdl.handle.net/20.500.11853/156797,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
12373,"Ηύρες φαϊ φάε, ηύρες ξύλο κόφτε",Ρόδος,http://hdl.handle.net/20.500.11853/228247,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
61241,Πού ΄χει αμπέλια ως βάλη εργάτες και καράβια καλαφάτες,Ρόδος,http://hdl.handle.net/20.500.11853/173318,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
61086,"Βοήθα με, Άϊ Γεώργι μου! Σείσε και συ τον κώλο σου κομμάτι",Ρόδος,http://hdl.handle.net/20.500.11853/150791,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
12222,"Είδα γω γέρο παπά, κι' έθαφτε μωρό παιδί",Ρόδος,http://hdl.handle.net/20.500.11853/170726,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
98010,Με στον ήλγκιο μ με στον ήσκιο,"Ρόδος, Σάλακος",http://hdl.handle.net/20.500.11853/285743,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
11934,"Αν είν και ξυλιές, μέτρα ταις",Ρόδος,http://hdl.handle.net/20.500.11853/228185,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12986,Ποιος εγγίζει μέλι και δεν εγλύφει τα δαχτύλια του;,Ρόδος,http://hdl.handle.net/20.500.11853/279947,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13340,"Το πονηρό πουλί, που τη μύτη πιάνεται",Ρόδος,http://hdl.handle.net/20.500.11853/244893,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
37136,Ασ σ΄αφήνει η κόλαση πήαινε στομ παράεισο,"Ρόδος, Αφάντος",http://hdl.handle.net/20.500.11853/244656,"Καληδόνης, Γ.",Ρόδος,36.17262995,27.919418145633188
12181,"Έχει αθθρώπους δυο(ν) άσπρων, έχει και δέκα στ' άσπρο έχει κ(ι) αθθρώπους μερικούς, που ξίζουν ένα κάστρο",Ρόδος,http://hdl.handle.net/20.500.11853/142610,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
37120,άλλα μελετούν τα βώδια κι΄ άλλα κάμνει ο ζευγάς,"Ρόδος, Αφάντος",http://hdl.handle.net/20.500.11853/186104,"Καληδόνης, Γ.",Ρόδος,36.17262995,27.919418145633188
12020,"Βούρλα δίνεις, Ψάθθες σε μπλέω",Ρόδος,http://hdl.handle.net/20.500.11853/186464,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
11968,"Από τα σύκα, ως τα σταφύλια",Ρόδος,http://hdl.handle.net/20.500.11853/186505,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12778,"Ο Μάρτης ο πεντάγνωμος πούχει τις πέντε γνώμες μια βρέχει, μια χιονίζει μιαν τον ήλιο καμινίζει",Ρόδος,http://hdl.handle.net/20.500.11853/278415,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12286,Εχτυπούσα την κάττα με τ' αξύγκι την εκρυφοκαμάρωνε,Ρόδος,http://hdl.handle.net/20.500.11853/170672,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13387,Του Γεννάρη το σκουντούφλι παρ' ώρα να 'νε πίσσα,Ρόδος,http://hdl.handle.net/20.500.11853/170792,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
37270,Το κάθε πράμα είναι στην αζά του,"Ρόδος, Αφάντος",http://hdl.handle.net/20.500.11853/146921,"Καληδόνης, Γ.",Ρόδος,36.17262995,27.919418145633188
12488,"Καλός κακός καλόγερος, πόρτα του παραδείσου",Ρόδος,http://hdl.handle.net/20.500.11853/209488,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
97948,Είχαμεν γκαι του γαδάρου μας τα νιάμερα,Ρόδος,http://hdl.handle.net/20.500.11853/156825,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
11958,"Από μηλιν ως άρκο, να κυρά, λουκάνικο",Ρόδος,http://hdl.handle.net/20.500.11853/186510,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13405,"Του παιδιού μου το παιδί, είνε δυο φορές παιδί",Ρόδος,http://hdl.handle.net/20.500.11853/244886,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12439,"Κάμε το γάδαρο καλό, να σε κλωτσήση",Ρόδος,http://hdl.handle.net/20.500.11853/268638,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12313,"Η καμήλα δε βλέπει την καμπούραν της, μόνον βλέπει του καμηλακιού της",Ρόδος,http://hdl.handle.net/20.500.11853/205557,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
11879,"Άλλοι σκάβγουν και κλαδεύουν, κι' άλλοι πίνουν και χορεύουν",Ρόδος,http://hdl.handle.net/20.500.11853/186481,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
97933,Έχουν τ' αντρόυνα κακιάν έχουν τ΄αδέρφια αμάχη,"Ρόδος, Μαράσι",http://hdl.handle.net/20.500.11853/156804,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
97939,Εγγώνει τ' αγγέλου της νερό,Ρόδος,http://hdl.handle.net/20.500.11853/164544,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
12813,"Όποιος 'νοίει τονλάκκον τ' αλλουνού, πέφτει ο ίδιος μέσα",Ρόδος,http://hdl.handle.net/20.500.11853/186685,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12118,"Έβγα έξω και πομπέψου, κι έμπα μέσα και πορέψου",Ρόδος,http://hdl.handle.net/20.500.11853/244784,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
11885,"Άντρα μου, η ξύξες σου τρέχουσι(ν), - Είνε γεναίκα, που το χειμώνα. - Σε ξέρω δα, άντρας μου και που το καλοκαίρι",Ρόδος,http://hdl.handle.net/20.500.11853/228201,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12657,"Να κυρά, τους πόνους μου κι' εγώ καλά 'ρμενίζω",Ρόδος,http://hdl.handle.net/20.500.11853/244819,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
11985,Ας μιλούμε κι ας γελούμε να μας πούν πως δεν χολιούμε,Ρόδος,http://hdl.handle.net/20.500.11853/170642,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12380,"Θέλεις το φτωχέ μου το δίκηο σου, θέλεις το και γλή(γ)ορα",Ρόδος,http://hdl.handle.net/20.500.11853/170701,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
7491,"Τ' αγαπάει η καρδιά του αθθρώπου, το καλύτερο του κόσμου",Ρόδος,http://hdl.handle.net/20.500.11853/218028,"Βρόντης, Αναστάσιος",Ρόδος,36.17262995,27.919418145633188
12821,Όποιος δε θέλει να 'κούη τα τούμπου τούμπου στ' ατσιγγαναριά δε(μ) πάει,Ρόδος,http://hdl.handle.net/20.500.11853/186696,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13253,"Τα πρώτα, ο Θεός τα βλόησε, τα έψιμα, καλός καιρός",Ρόδος,http://hdl.handle.net/20.500.11853/228479,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12857,Όπου λαλούν πολλοί πετεινοί 'ργίζει να ξημερώση,Ρόδος,http://hdl.handle.net/20.500.11853/264452,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12990,Πολλά παιδιά στο σπίτι και ναν' και παλληκάρια,Ρόδος,http://hdl.handle.net/20.500.11853/264469,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13096,"Πως παν, κόρακα, τα παιδιά σου. Όσον παν μαυρίζουν",Ρόδος,http://hdl.handle.net/20.500.11853/244855,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13204,Στου λωλλού το στόμα επερίσειξε το γέλ(η)οιο,Ρόδος,http://hdl.handle.net/20.500.11853/170783,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13291,Το αδύνατον το κάστρο κι' οι Οβρηοί πολεμούν το,Ρόδος,http://hdl.handle.net/20.500.11853/186800,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13233,"Τα γρόσα, ΄κάμαν το γάδαρον παπά",Ρόδος,http://hdl.handle.net/20.500.11853/186762,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
61076,Αλλού τ' αυγά κ' οι όρνιθες κι' αλλού τα κακαρίσματα,Ρόδος,http://hdl.handle.net/20.500.11853/150772,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
98146,Τον αδιάντροπον άνθρωπο μ ποδιαντρά που τον γκαί συ,Ρόδος,http://hdl.handle.net/20.500.11853/156765,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
12816,Όποιος γάιδαρος κ' εγώ σουμάρι,Ρόδος,http://hdl.handle.net/20.500.11853/186672,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
61172,Να σου δείξω (ε)γώ πόσ' απίδια βάζει ο σάκκος σου;,Ρόδος,http://hdl.handle.net/20.500.11853/264573,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
97985,Κάλγκιον να βγκη το μμάτισ σου παρά τ' όνομάσ σου,"Ρόδος, Σάλακος",http://hdl.handle.net/20.500.11853/202150,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
12341,Η πλύστρα που το(μ) ποταμό έφαεν το κόπανο και το σαπουνι για τυρί,Ρόδος,http://hdl.handle.net/20.500.11853/264422,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
61119,Ζέννει σαν επτά σκύλλους,Ρόδος,http://hdl.handle.net/20.500.11853/173330,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
12579,Μάτια που δε θωριούνται ογλήγορα πολησμονούνται,Ρόδος,http://hdl.handle.net/20.500.11853/279942,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
7391,Εγώ ήμου στογ πόλεμο κι η μάννα μου δι(η)γώντα,Ρόδος,http://hdl.handle.net/20.500.11853/185367,"Βρόντης, Αναστάσιος",Ρόδος,36.17262995,27.919418145633188
13410,Του πρώτου τα πατήματα γιοφύρι του δευτέρου,Ρόδος,http://hdl.handle.net/20.500.11853/264516,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12203,Εγώ 'μουν εις τομ πόλεμο κ' η μάννα μου διγάτο,Ρόδος,http://hdl.handle.net/20.500.11853/170674,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13073,"Πού θέλει να λαμπροφορέση, που τα Φώτα 'ρκάζεται",Ρόδος,http://hdl.handle.net/20.500.11853/228424,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12019,"Βοθά σε η νύχτα κ' η αυγή, κάλλια που μάνα κι' αδερφή",Ρόδος,http://hdl.handle.net/20.500.11853/228216,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13165,Σκαμνιού ποδάριν έσπασεν καινούργιον εις τον τόπον του,Ρόδος,http://hdl.handle.net/20.500.11853/264511,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
37181,"Καθρέπτη μου, κατά πως με θωρείς, θωρώ σε","Ρόδος, Αφάντος",http://hdl.handle.net/20.500.11853/227894,"Καληδόνης, Γ.",Ρόδος,36.17262995,27.919418145633188
13036,Που περάση ποταμό να βραχή και λίο,Ρόδος,http://hdl.handle.net/20.500.11853/264495,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12785,Ο παπάς τα 'μπρος του 'θώρκε και τα 'πίσω του δεν τα 'θώρκε,Ρόδος,http://hdl.handle.net/20.500.11853/264465,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
7375,Γύρου τριγύρου και μέσ΄ στα Αλάερμα,Ρόδος,http://hdl.handle.net/20.500.11853/185361,"Βρόντης, Αναστάσιος",Ρόδος,36.17262995,27.919418145633188
12589,Με δικό σου φαε πιε κι αλισφερίσι μη(γ) κάμης,Ρόδος,http://hdl.handle.net/20.500.11853/170720,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13030,Που πεινα για να 'ρκοντάνη μου η πείνα τον 'πομένει,Ρόδος,http://hdl.handle.net/20.500.11853/264477,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
11849,Α στα π' και αφηνός στ' αλεύρι,Ρόδος,http://hdl.handle.net/20.500.11853/142706,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
98012,Με τα κόκκαλά μου εγίνην άθρωπος,Ρόδος,http://hdl.handle.net/20.500.11853/202169,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
61210,Όπου κι΄ αν πας η οκά τετρακόσια,Ρόδος,http://hdl.handle.net/20.500.11853/289596,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
12943,Παρά να μαλλώνουμε στ' αλώνι κάλλιο από χωράφι,Ρόδος,http://hdl.handle.net/20.500.11853/205603,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
7441,"Νηόμπρης μεμτά νηά νερά, Δεκέμπρης δίκιοι σπόροι",Ρόδος,http://hdl.handle.net/20.500.11853/218009,"Βρόντης, Αναστάσιος",Ρόδος,36.17262995,27.919418145633188
13408,Του παπά η κοιλιά αμπάρι θέλει να φάη και να πάρη,Ρόδος,http://hdl.handle.net/20.500.11853/264522,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12125,"Έκαμε τ' ασλάνια, ζωλόττες",Ρόδος,http://hdl.handle.net/20.500.11853/228221,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13251,"Τα μαύρα νέφη του βορηά, τα κόκκινα του Γρέο",Ρόδος,http://hdl.handle.net/20.500.11853/228490,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
7368,"Αν ήταν η δουλειά καλή, έκαμέν την κι ο καδής",Ρόδος,http://hdl.handle.net/20.500.11853/185351,"Βρόντης, Αναστάσιος",Ρόδος,36.17262995,27.919418145633188
12128,"Έκαμέ με η μάνα μου, να μοιάσω του κυρού μου",Ρόδος,http://hdl.handle.net/20.500.11853/228228,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
37204,Νά λείψουν τά πιπέρια μου νά 'δώ τίς μαεριές σου,"Ρόδος, Αφάντος",http://hdl.handle.net/20.500.11853/227926,"Καληδόνης, Γ.",Ρόδος,36.17262995,27.919418145633188
12276,"Επήεν να 'πη τη(μ) πούλλα κχια, κ' έκατσεν το παϊδίν της",Ρόδος,http://hdl.handle.net/20.500.11853/209468,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12514,Κι η καλή Μαριά καρσί κι η κακή Μαριά καρσί,Ρόδος,http://hdl.handle.net/20.500.11853/209498,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
13122,Σαν έπρεπε δεν έβρεχε τον Μάη εδροσολόα,Ρόδος,http://hdl.handle.net/20.500.11853/264503,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
61188,Ο λωλλός είδε τον μεθυσμένο κ΄ εφοβήθη,Ρόδος,http://hdl.handle.net/20.500.11853/280141,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
61185,Ο κακός λόγος του νοικοκυρού πομένει,Ρόδος,http://hdl.handle.net/20.500.11853/206888,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
98084,"Που καή στη φάτση, φυσά τσαι τον αξύαλο",Ρόδος,http://hdl.handle.net/20.500.11853/266900,"Παπαχριστόδουλος, Χ.",Ρόδος,36.17262995,27.919418145633188
19669,Το Θεσεμβρη θέκε να 'βρης,Ρόδος,http://hdl.handle.net/20.500.11853/264584,"Θεοδωράκης, Σμαράγδης",Ρόδος,36.17262995,27.919418145633188
13286,"Τι σε μέλλει που του παπά τ΄ αρνιά, δέκα είνε για εννηά",Ρόδος,http://hdl.handle.net/20.500.11853/228480,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
1861,Ο καματερός ο ράφτης τη Δευτέρα δευτερίζει και την Τρίτη σεριανίζει,Ρόδος,http://hdl.handle.net/20.500.11853/214243,"Ανδριώτης, Νικόλαος Π.",Ρόδος,36.17262995,27.919418145633188
11940,Αν ήταν ν' ακούη ο Θεός τους κοράκους θα ψοφούσαν ούλοι οι γαδάροι,Ρόδος,http://hdl.handle.net/20.500.11853/170638,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12263,Επέταξεν ο Κολιανός κι' επήρε και το ράμμα,Ρόδος,http://hdl.handle.net/20.500.11853/264399,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12133,Έκατσεν η πομπή στης στράτες κι' εναέληε τους διαβάτες,Ρόδος,http://hdl.handle.net/20.500.11853/244783,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12806,"Ό,τι βρεξ' ας κατιβάση",Ρόδος,http://hdl.handle.net/20.500.11853/142659,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12042,Γελά σαν τη ψημένη κεφάλη,Ρόδος,http://hdl.handle.net/20.500.11853/186544,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12102,"Διμέλλου κόρην έπαρε, διμέλλου γυιον μη πάρης",Ρόδος,http://hdl.handle.net/20.500.11853/186555,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
61174,Ξένο σκύλλον κι αν ταΐζης τα ψωμιά σου χάννεις,Ρόδος,http://hdl.handle.net/20.500.11853/206877,"Κωνσταντινίδης, Θεόδωρος",Ρόδος,36.17262995,27.919418145633188
7485,"Πωλώ σε, μαύρε μου, εκειά που (δ)εν σε 'γοράζουν",Ρόδος,http://hdl.handle.net/20.500.11853/244363,"Βρόντης, Αναστάσιος",Ρόδος,36.17262995,27.919418145633188
13129,"Σαν κάμης καλά παιδιά, τι τα θέλεις τα καλά; Και σαν κάμης κακά παιδιά τι τα θέλεις τα καλά;",Ρόδος,http://hdl.handle.net/20.500.11853/244871,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
11911,"Ακάλεστος γαΐδαρος, Στο γάμο τι γυρεύει;",Ρόδος,http://hdl.handle.net/20.500.11853/186495,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
12738,"Ο κακός, κακά φορειέται",Ρόδος,http://hdl.handle.net/20.500.11853/228389,"Δρακίδης, Γεράσιμος Δ.",Ρόδος,36.17262995,27.919418145633188
